ChessID	DefaultSkin
21001192	tianshangyi
21001201	zhonghui
21001202	zhonghui
21001211	chengyu
21001212	chengyu
21001221	caopi
21001222	caopi
21002021	zhangxingcai
21002022	zhangxingcai
21002031	guanyinping
21002032	guanyinping
21002041	guanyu_02
21002042	guanyu_02
21002051	mizhu_02
21002052	mizhu_02
21002061	weiyan_02
21002062	weiyan_02
21002071	liushan
21002072	liushan
21002081	liaohua
21002082	liaohua
21002091	zhoucang
21002092	zhoucang
21002101	zhaoyun
21002102	zhaoyun
21002111	guanxing
21002112	guanxing
21002121	xushu
21002122	xushu
21002131	zhugeliang
21002132	zhugeliang
21002141	huangzhong
21002142	huangzhong
21002151	zhaoxiang
21002152	zhaoxiang
21002161	zhangfei
21002162	zhangfei
21002171	pangtong
21002172	pangtong
21002181	huangyueying_02
21002182	huangyueying_02
21002191	zhangbao_01
21002192	zhangbao_01
21002201	liuyong
21002202	liuyong
21002211	fazheng
21002212	fazheng
21002221	jiangwei
21002222	jiangwei
21002231	qinmi
21002232	qinmi
21003011	lvmeng_02
21003012	lvmeng_02
21003021	chenwu
21003022	chenwu
21003031	luxun_02
21003032	luxun_02
21003041	chengpu
21003042	chengpu
21003051	dingfeng
21003052	dingfeng
21003061	lingtong
21003062	lingtong
21003071	huanggai
21003072	huanggai
21003081	gexuan
21003082	gexuan
21003091	zhoushan
21003092	zhoushan
21003101	xusheng
21003102	xusheng
21003111	ganning_02
21003112	ganning_02
21003121	taishici
21003122	taishici
21003131	zhangzhao
21003132	zhangzhao
21003141	daqiao
21003142	daqiao
21003151	sunjian
21003152	sunjian
21003161	lusu
21003162	lusu
21003171	sunshangxiang
21003172	sunshangxiang
21003191	sunlingluan
21003192	sunlingluan
21003201	zhouyu
21003202	zhouyu
21003211	sunce
21003212	sunce
21003221	xiaoqiao
21003222	xiaoqiao
21003231	handang
21003232	handang
21003241	dongxi
21003242	dongxi
21004011	dengmao
21004012	dengmao
21004021	suigu
21004022	suigu
21004031	taosheng
21004032	taosheng
21004041	chengyuanzhi
21004042	chengyuanzhi
21004051	bocai
21004052	bocai
21004061	yanzheng
21004062	yanzheng
21004071	heman
21004072	heman
21004081	peiyuanshao
21004082	peiyuanshao
21004091	liupi
21004092	liupi
21004101	busi
21004102	busi
21004111	zhangmancheng
21004112	zhangmancheng
21004121	zhangkai
21004122	zhangkai
21004131	zhangyan
21004132	zhangyan
21004141	mayuanyi
21004142	mayuanyi
21004151	bairao
21004152	bairao
21004161	yudu
21004162	yudu
21004171	guanhai
21004172	guanhai
21004181	gaosheng
21004182	gaosheng
21004191	zhangbao
21004192	zhangbao
21004201	zhangchu_02
21004202	zhangchu_02
21004211	zhangning
21004212	zhangning
21004221	zhangliang
21004222	zhangliang
21005011	luzhi
21005012	luzhi
21005021	fengfang2
21005022	fengfang2
21005031	fuwan
21005032	fuwan
21005041	dongguiren
21005042	dongguiren
21005051	zhujun
21005052	zhujun
21005061	liuyao
21005062	liuyao
21005071	wangrong
21005072	wangrong
21005081	guosheng
21005082	guosheng
21005091	huangfusong
21005092	huangfusong
21005101	wangyun
21005102	wangyun
21005111	chendeng
21005112	chendeng
21005121	yangbiao
21005122	yangbiao
21005131	wanniangongzhu
21005132	wanniangongzhu
21005141	caojie
21005142	caojie
21005151	hejin
21005152	hejin
21005161	tangji
21005162	tangji
21005171	zhangrang
21005172	zhangrang
21005181	zhaozhong
21005182	zhaozhong
21005191	liubian
21005192	liubian
21005201	hetaihou
21005202	hetaihou
21005211	liuhong
21005212	liuhong
21005221	dongcheng
21005222	dongcheng
21006011	mayunlu
21006012	mayunlu
21006021	duanwei
21006022	duanwei
21006031	maxiu
21006032	maxiu
21006041	zhangheng
21006042	zhangheng
21006051	dongbai
21006052	dongbai
21006061	hansui
21006062	hansui
21006071	malingli
21006072	malingli
21006081	dongxie
21006082	dongxie
21006091	huaxiong
21006092	huaxiong
21006101	dongxu
21006102	dongxu
21006111	zhangji
21006112	zhangji
21006121	machao
21006122	machao
21006131	xurong
21006132	xurong
21006141	yangwan
21006142	yangwan
21006151	pangde
21006152	pangde
21006161	lijue
21006162	lijue
21006171	madai
21006172	madai
21006181	lisu
21006182	lisu
21006191	matie2
21006192	matie2
21006201	fanchou
21006202	fanchou
21006211	mateng
21006212	mateng
21006221	guosi
21006222	guosi
21007011	yanliang
21007012	yanliang
21007021	qiaorui
21007022	qiaorui
21007031	shenpei
21007032	shenpei
21007041	leibo
21007042	leibo
21007051	gaolan
21007052	gaolan
21007061	fengyu
21007062	fengyu
21007071	xuyou
21007072	xuyou
21007081	jiling
21007082	jiling
21007091	pangji
21007092	pangji
21007101	zhangxun
21007102	zhangxun
21007111	wenchou
21007112	wenchou
21007121	yanghong
21007122	yanghong
21007131	yuejiu
21007132	yuejiu
21007141	yuanyin
21007142	yuanyin
21007151	chunyuqiong
21007152	chunyuqiong
21007161	guotu
21007162	guotu
21007171	hanmeng
21007172	hanmeng
21007181	quyi
21007182	quyi
21007191	dongwan
21007192	dongwan
21007201	yuanshao
21007202	yuanshao
21007211	yuanshu
21007212	yuanshu
21007221	tianfeng
21007222	tianfeng
21007231	jushou
21007232	jushou
21008011	taoqian
21008012	taoqian
21008021	zoushi
21008022	zoushi
21008031	caifuren
21008032	caifuren
21008041	caiyong
21008042	caiyong
21008051	yanfuren
21008052	yanfuren
21008061	shixie
21008062	shixie
21008071	jiping
21008072	jiping
21008081	chengui
21008082	chengui
21008091	diaochan
21008092	diaochan
21008101	panfeng
21008102	panfeng
21008111	simahui
21008112	simahui
21008121	tongyuan
21008122	tongyuan
21008131	xingdaorong
21008132	xingdaorong
21008141	zhanglu
21008142	zhanglu
21008151	hucheer
21008152	hucheer
21008161	guanning
21008162	guanning
21008171	hanfu
21008172	hanfu
21008181	huatuo
21008182	huatuo
21008191	miheng
21008192	miheng
21008201	liubiao
21008202	liubiao
21008211	yuji
21008212	yuji
21008221	pangdegong
21008222	pangdegong
21008231	huangchengyan
21008232	huangchengyan
21008241	laiyinger
21008242	laiyinger
21008251	jiaxu
21008252	jiaxu
21008261	lvbu
21008262	lvbu
21008271	nanhualaoxian
21008272	nanhualaoxian
21008281	xushao
21008282	xushao
21008291	zuoci
21008292	zuoci
21008301	caiwenji
21008302	caiwenji
